Text,Title,Rating
"Useless product since it vibrate too much , no option to stop the vibration. If you are are getting so much many Calld,would not recommend.",Useless product since it vibrate too much,1
First of all it's good sound quality. Bass is also good.,Good,4
High battery life. Good looking. Working fine without any issue.,NIce look and comfortable.,5
Waste of money.. Don't Buy,Worked 4 days and sound decreased to low level,1
Not satisfied,Plastic build.,2
I don't like it. Bass very poor,Bass very poor,3
The sound is very less. It fell down once and the earpiece was broken. The product is of very bad quality,Not good,1
Buds battery is draining very fast so I think it's battery backup is big issue I have returned it and buy OnePlus buds it's pretty in battery backup sound quality and all overall,Buds sound is well,3
Mst hai takatak,Bole to ekdam dhansu lga apne ko to baki aap apna dekh lena,5
"Bass and sound quality is just perfect upto which we should use , not to loud not to low. Just facing dome problems with calls. It's quite good in that too but not excellent",Good one,5
1. Vibration on call2. Touch insted of buttons3. Disconnect when joint both magnets4. Best battery life5. One plus se sasti,I love this one,5
 It is not working battery life not working,It is not working,1
Noise cancellation is totally worst. I am using this earphone from last two month and it does not avoid any noise to pass to front person.,Review after two month.,3
Sound quality not up to the mark especially on calls. Touch is very sensitive and not supportive at best during Gym,Good but not best especially for calls,3
"Trail product by noise , charging actual money , experience in short , CHINA KA MAAL  , amazon please generate my e invoice so that i can claim my  warranty ,",But The product doesnt work anymore,5
I use at work for the meetings and be connected to Laptop & Mobile to attend the meetings and call. Good One. I liked it,Dual Connectivity....,4
Worst noise cancellation and other person can't hear when ur traveling in public transport and volume for call is also very low,Worst noise cancellation.,2
Worst Peice from #noise,Worst Peice from #noise,1
I like how the noise cancellation thing works but during a call I hate how the sound is very low,During call the sound is low but rather than that it works fine,4
Function button comes with touch sensor which is too sensitive it can be operated anytime without our knowledge. Sound is perfectly fine.,Worst experience with touch function button,2
this is very nice product i love the sound both the buds is working fine i loved is then i also love the sound i love the overall product,Good,5
"Too pricey for this kind of quality, touch is useless, and call audio is waste, regret in buying it",Too pricey for this kind of quality,1
"one of the worst buy from amazon, extreme bad headphones",Don't think about this headphone,1
Audio while media playing is very poor i want to replace but replacing time is over very wrost product i bought,Audio on call is good buton media it very slow wrist product,1
Try to improve more sound quality overall good,Noise sense segment,4
"Sound quality good, base adequate, loudness good... The only problem lies with accidental touches and is really annoying especially in wet conditions.. Rest is good to go with..",Nice feature loaded Neckband...,4
It's packaging is different so i doubt . It's original or copy .. overall  good an another problem  when you start the music or video starting part is like  hiss type sounds,Different packing  .so is original or duplicate,3
